file_name,transcription
ARA NORM 00850.wav,ولكنه يمكن مش منتبه ليها او لدلالتها
ARA NORM 00851.wav,لحد دلوقت الارقام بتوضح
ARA NORM 00852.wav,ان عدد ضحايا الزلزال في تركيا
ARA NORM 00853.wav,هو اضعاف اضعاف عدد الضحايا في سوريا
ARA NORM 00854.wav,كنا نتمنى طبعا
ARA NORM 00855.wav,مايكونش فيه اي ضحايا سواء هنا او هنا
ARA NORM 00856.wav,ولكن ده اللي حصل مع الاسف
ARA NORM 00857.wav,ليه ده حصل بقى
ARA NORM 00858.wav,اقلبوه بقى
ARA NORM 00859.wav,ما بين مستوى الدخل بتاع الدول
ARA NORM 00860.wav,وما بين أعداد ضحايا الزلازل
ARA NORM 00861.wav,هبسطهالك اكتر
ARA NORM 00862.wav,زي ما احنا عندنا تلات أنواع من الدول
ARA NORM 00863.wav,ولو قسمناهم على حسب مستوى الدخل
ARA NORM 00864.wav,دول منخفضة الدخل
ARA NORM 00865.wav,ودول متوسطه دخل
ARA NORM 00866.wav,ودول غنيه
ARA NORM 00867.wav,الناس في الدول منخفضة الدخل
ARA NORM 00868.wav,أغلبيتهم بيكونوا عايشين في منازل متجاورة
ARA NORM 00869.wav,بشكل افقي
ARA NORM 00870.wav,مبنيه باستخدام مواد خفيفه
ARA NORM 00871.wav,لو حصل زلزال والبيوت دي بتربقت فوق دماغهم
ARA NORM 00872.wav,والسقف وقع
ARA NORM 00873.wav,الأضرار غالبا هتكون بسيطة
ARA NORM 00874.wav,وبالتالي عدد ضحايا الزلزال هيكون منخفض نسبيا
ARA NORM 00875.wav,نفس الدولة دي
ARA NORM 00876.wav,لو ربنا كرمها و اغتنت شويه
ARA NORM 00877.wav,وبات من أصحاب الدخل المتوسط
ARA NORM 00878.wav,هاتمشي في سكة التوسع الرأسي
ARA NORM 00879.wav,والبناء بالخرسانات المسلحة
ARA NORM 00880.wav,ولكن بدون ما تلتزم بأكواد الزلازل
ARA NORM 00881.wav,لأن الالتزام بيها مكلف وهما مش أغنية كفاية
ARA NORM 00882.wav,وبالتالي لما بيحصل زلزال
ARA NORM 00883.wav,والناس دي عايشة في المباني الخرسانية
ARA NORM 00884.wav,غير المطابقة للمواصفات
ARA NORM 00885.wav,المباني دي بتتهدم والضحايا بيكون عددهم كبير جدا
ARA NORM 00886.wav,نفس الدولة دي برضو
ARA NORM 00887.wav,لو اغتنت وبقت من الدول الغنية
ARA NORM 00888.wav,فهي حتميل غالبا لتنفيذه وتطبيق اكواد الزلازل
ARA NORM 00889.wav,علشان تضمن حياته وسلامه وامن السكان
ARA NORM 00890.wav,وفي الحالة دي الدولة دي لو حصل فيها زلزال
ARA NORM 00891.wav,عدد الضحايا هيرجع يقل تاني
ARA NORM 00892.wav,كده احنا عندنا دول منخفضة الدخل
ARA NORM 00893.wav,وعدد الضحايا قليل
ARA NORM 00894.wav,وبعدين دول متوسطه الداخل
ARA NORM 00895.wav,وعدد الضحايا مرتفع
ARA NORM 00896.wav,وبعدين دول غنية
ARA NORM 00897.wav,وعدا الضحايا قليل
ARA NORM 00898.wav,سوريا دولة منخفضة الدخل
ARA NORM 00899.wav,وخصوصا شمالها اللي ضربه الزلزال
ARA NORM 00900.wav,واللي هو اصلا
ARA NORM 00901.wav,في مخيمات على الارض
ARA NORM 00902.wav,وبالتالي عدد الضحايا ما كانش كبير بالمقابل
ARA NORM 00903.wav,مع تركيا متوسطه الدخل
ARA NORM 00904.wav,اللي الطفرة العقارية غير المنضبطة بتاعتها
ARA NORM 00905.wav,ساهمت في ارتفاع عدد المباني المنهارة
ARA NORM 00906.wav,وبالتبعيه سياده ضحايا سلزال
ARA NORM 00907.wav,لحد كده أنا خلصت كلامي
ARA NORM 00908.wav,وكالعادة عندي سؤال لحضراتكم
ARA NORM 00909.wav,برايك ايه هي افضل طريقه
ARA NORM 00910.wav,لضمان التزام المقاولين والمطورين العقاريين
ARA NORM 00911.wav,مستقبلا باكواد الزلازل
ARA NORM 00912.wav,هل هي الحوافز الحكومية
ARA NORM 00913.wav,ولا الرقابة المشددة
ARA NORM 00914.wav,هتابع إجاباتكم في التعليقات
ARA NORM 00915.wav,وفي النهاية بنكرر تعازينا لأسر ضحايا الزلزال
ARA NORM 00916.wav,تمنياتنا بالشفاء العجل للمصابين
ARA NORM 00917.wav,لا اراكم الله مكروها في عزيز لديكم
ARA NORM 00918.wav,ازاي لعيب الكوره اللي بينزل حنكه
ARA NORM 00919.wav,في الملعب ويجري ورا الكرة لمده ساعه ونص
ARA NORM 00920.wav,في كل أسبوع بيكسب ملايين
ARA NORM 00921.wav,في حين ان الاطباء والمهندسين وحملت
ARA NORM 00922.wav,الماجستير والدكتوراه وكل الناس الجامدة دي
ARA NORM 00923.wav,بتقبض ملاليم بالمقارنه مع اللاعبين
ARA NORM 00924.wav,بياخدوه
ARA NORM 00925.wav,يا راجل دول بيكسبوا أكتر من خارجين تجارة
ARA NORM 00926.wav,هل ده عدل يا ناس
ARA NORM 00927.wav,مين يقول ان لاعيبه الكوره
ARA NORM 00928.wav,اللي كل شغلانته في الحياه هي اللعب
ARA NORM 00929.wav,او اليوتيوبر اللي بيطلع يقول
ARA NORM 00930.wav,تعالى بص بسرعة
ARA NORM 00931.wav,مش حتصدق المدام اتوحمت على ايه
ARA NORM 00932.wav,يكسبوا اكتر من الطبيب اللي بينقذ
ARA NORM 00933.wav,أرواح الناس
ARA NORM 00934.wav,السؤال اللي فات ده ناس كتير اوي بتساله
ARA NORM 00935.wav,طول الوقت بصيغ مختلفه
ARA NORM 00936.wav,ودايما اصحاب التساؤلات دي بيسالوها
ARA NORM 00937.wav,مزيج من الاستنكار والسخريه
ARA NORM 00938.wav,لأنهم شايفين إن اللي بيحصل ده مش عادي
ARA NORM 00939.wav,لا ابدا وماينفعش يستمر
ARA NORM 00940.wav,وبرأيهم حصول لعيبة الكورة
ARA NORM 00941.wav,زي محمد صلاح ولونال مسي
ARA NORM 00942.wav,أو اليوتيوبرز على المبالغ الرهيبة اللي بياخدوها
ARA NORM 00943.wav,بيدي رساله للاطفال والاجيال الجديده مفادها
ARA NORM 00944.wav,سيبك يا ابن من التعليم وركز في الكوره
ARA NORM 00945.wav,او اليوتيوب
ARA NORM 00946.wav,وده يخليك تسال شويه اسئله من ضمنها مثلا
ARA NORM 00947.wav,هل الكلام ده صحيح
ARA NORM 00948.wav,ليه لعيبه الكوره مثلا بيكسبوا كتير اوي
ARA NORM 00949.wav,وهل يستحقوا المبالغ اللي بياخدوها
ARA NORM 00950.wav,ولعل الناحيه التانيه اصحاب المهنه
ARA NORM 00951.wav,التانيه زي الاطباء والمهندسين والمحاسبين
ARA NORM 00952.wav,والعمال بيكسبوا اقل بكتير ويمكن اغلبهم
ARA NORM 00953.wav,عايش الشهر بشهره أو مرتبه مش
ARA NORM 00954.wav,اصلا
ARA NORM 00955.wav,مين او ايه اللي بيحدد مين ياخد كام وليه
ARA NORM 00956.wav,يعني مين اللي بيقول انت كفرد عامل
ARA NORM 00957.wav,في أي مجال تسوى كام
ARA NORM 00958.wav,الاسئله اللي فاتت دي كلها هنحاول نجاوب
ARA NORM 00959.wav,عليها مع بعض في حلقة النهارده
ARA NORM 00960.wav,انا اشرف ابراهيم المخب الاقتصادي
ARA NORM 00961.wav,طبعا كلكوا تقريبا تعرفوا صاحب الصورة دي
ARA NORM 00962.wav,لو متعرفوش اسمه فانتوا على الاغلب
ARA NORM 00963.wav,شفتوه قبل كدا
ARA NORM 00964.wav,ده خبلا
ARA NORM 00965.wav,اشهر تيك توكر في العالم
ARA NORM 00966.wav,هو سنغالي الأصل ولكنه عايش في إيطاليا
ARA NORM 00967.wav,المهم من حوالي سنتين ونص وتحديدا
ARA NORM 00968.wav,في مصنع موجود بالقرب من مدينه
ARA NORM 00969.wav,تورينو الايطاليه
ARA NORM 00970.wav,ولما حصلت ازمه كورونا وبدأ يتم
ARA NORM 00971.wav,تطبيق اجراءات الاغلاق في ايطاليا
ARA NORM 00972.wav,صاحب المصنع طرد خبي من الشغل
ARA NORM 00973.wav,سرحه يعني لان الشغل واقف بعد ما
ARA NORM 00974.wav,بلد اتقفل
ARA NORM 00975.wav,خبي قعد في بيتهم ومكنش له شغل
ARA NORM 00976.wav,غير انه بينزل محتوى على التيكتور
ARA NORM 00977.wav,فيديو ورا فيديو الدنيا لعبت معاه
ARA NORM 00978.wav,لان الناس حبته
ARA NORM 00979.wav,وده ساهم في شهرته بشكل كبير
ARA NORM 00980.wav,بقى النهارده اشهر منشئ محتوى على منصه
ARA NORM 00981.wav,تكت
ARA NORM 00982.wav,وإحنا بنصور دلوقتي
ARA NORM 00983.wav,عدد متابعينه على المنصة الصينية معدي
ARA NORM 00984.wav,على انستغرام
ARA NORM 00985.wav,الشهره الرهيبه اللي حققها خابي
ARA NORM 00986.wav,ساهمت في تحقيقه ثروه ضخمه
ARA NORM 00987.wav,يعني بحسب تقديرات فوربس الشاب اللي عنده
ARA NORM 00988.wav,فيديوهاته غير انه بيشاور بايده وما بينطقش
ARA NORM 00989.wav,دا هو نفس الشاب اللي من سنتين ونص بس
ARA NORM 00990.wav,يورو في الساعه
ARA NORM 00991.wav,لو افترضنا انه كان بياخد الحد الادبي
ARA NORM 00992.wav,للاجور في ايطاليا
ARA NORM 00993.wav,المهم الشاهد من قصه الشاب ده هي انها
ARA NORM 00994.wav,بتوضح بشكل عبقري الديناميكيات اللي بتحكم
ARA NORM 00995.wav,أسواق العمل
ARA NORM 00996.wav,مين بيقبض كام
ARA NORM 00997.wav,وبيقبض مقابل ايه
ARA NORM 00998.wav,لو رجعنا وسالنا نفس السؤال اللي سالناه
ARA NORM 00999.wav,في بداية الحلقه وقلنا ليه واحد زي خبيلا
ARA NORM 01000.wav,في حين ان ناس تانيه شغاله في وظايفه
ARA NORM 01001.wav,في المجتمع بيعتبرها أهم زي الأطباء والمهندسين
ARA NORM 01002.wav,وخارجين تجاره بيقبضوا رواتب قليله جدا
ARA NORM 01003.wav,حنلاقي ان افضل واحد نساله السؤال ده
ARA NORM 01004.wav,هو صاحب العمل او الحاجه صاحب الشغل
ARA NORM 01005.wav,اللي بيدي ده كتير و بيدي ده شويه
ARA NORM 01006.wav,باختصار اوجورنا بيحددها القيمه اللي صاحب
ARA NORM 01007.wav,العمل شايف اننا نستحقها
ARA NORM 01008.wav,وده ياخدنا لحاجة يا جماعة بتوع الاقتصاد
ARA NORM 01009.wav,أو الانتاج الحدي للعمالة
ARA NORM 01010.wav,المصطلح ده معناه بالبلدي كده
ARA NORM 01011.wav,صاحب العمل بيكسب ايه لما بيشغلك عنده
ARA NORM 01012.wav,يعني مثلا انا دلوقتي راجل فاتح مطعم
ARA NORM 01013.wav,ابدا شغله
ARA NORM 01014.wav,وجبتك تشتغل شيف وتشوح كده مع الناس
ARA NORM 01015.wav,اللي شغالة
ARA NORM 01016.wav,انا بقى لما شغلتي
ARA NORM 01017.wav,مجهودك ده انا بكسب منه ولا لا
ARA NORM 01018.wav,ولو بكسب منه بكسب منه فلوس قد إيه
ARA NORM 01019.wav,الفلوس اللي بكسبها من ورا مجهودك
ARA NORM 01020.wav,بنسميها الانتاج الحدي بتاعك
ARA NORM 01021.wav,يعني لو بعد ما شغلتك لقيت نفسي اعمل
ARA NORM 01022.wav,مبيعات زياده في الشهر عن الطبيعي
ARA NORM 01023.wav,يبقى أنت الإنتاج الحدي بتاعك بالنسبة لي
ARA NORM 01024.wav,لو انا راجل بفهم ومش فاتح المطعم ده
ARA NORM 01025.wav,الجمعية الخيرية يبقى لازم مرتبك اللي بتاخده
ARA NORM 01026.wav,ميزيدش بأي حال عن الانتاج الحد بتاعك
ARA NORM 01027.wav,ولو إفترضنا إن الإنتاج الحدي كان صفر
ARA NORM 01028.wav,أو أقل من مرتبك يبقى مش من المنطقي مالياً
ARA NORM 01029.wav,اني اوظفك اصلا
ARA NORM 01030.wav,في نفس الوقت ما ينفعش اديك اكتر
ARA NORM 01031.wav,من واحد تاني شغال في نفس المطعم
ARA NORM 01032.wav,الانتاج الحد بتاعه اعلى منك
ARA NORM 01033.wav,على سبيل المثال
ARA NORM 01034.wav,عندي واحد في المطعم سريع جدا في تعبير
ARA NORM 01035.wav,في الضيق
ARA NORM 01036.wav,وده في نفس الوقت اللي انت واقف فيه
ARA NORM 01037.wav,محتاس بسندوتشين جدا مش عارف تحطه
ARA NORM 01038.wav,الكبد الأول ولا الطحينة
ARA NORM 01039.wav,زميلك الاولاني ده منطقي جدا انه ياخد فلوس
ARA NORM 01040.wav,اكتر منك
ARA NORM 01041.wav,لأنه ببساطة بيكسبني فلوس أكتر
ARA NORM 01042.wav,في حين إنت بتعلمني أنا والزباين الصبر
ARA NORM 01043.wav,نفس الفكره في الكوره واليوتيوب والاغاني
ARA NORM 01044.wav,يعني الانديه وجوجل صاحبه اليوتيوب و شركات
ARA NORM 01045.wav,الانتاج الغنائي ومتعهده الحفلات
ARA NORM 01046.wav,كل الناس دي بيدوا لعيبة الكورة أو اليوتيوب
ARA NORM 01047.wav,او المطربين اجري بيتناسب مع الانتاج
ARA NORM 01048.wav,الحد بتاعهم
ARA NORM 01049.wav,ولكن بما إن الانتاج الحدي بتاع الناس دي
ARA NORM 01050.wav,قيمته كبيره فطبيعي ان اجرهم برضه
ARA NORM 01051.wav,يكون كبير
ARA NORM 01052.wav,فكر كده في اي لاعيب كوره ييجي في دماغك
ARA NORM 01053.wav,محمد صلاح
ARA NORM 01054.wav,ميسي
ARA NORM 01055.wav,رونالدو
ARA NORM 01056.wav,وكل الناس دي رواتبها هي مجرد جزء
ARA NORM 01057.wav,من الفلوس اللي الجهات الموجوده
ARA NORM 01058.wav,وشغلاهم بتكسبها
ARA NORM 01059.wav,واللي هو انتاجهم لحد
ARA NORM 01060.wav,النادي بيكسب من ورا اللعيب بطرق كتير
ARA NORM 01061.wav,من ضمنها مبيعات التذاكر والتيشرتات
ARA NORM 01062.wav,وعقود الرعايه مكافآت الفوز بالبطولات
ARA NORM 01063.wav,والاعلانات وغيره وغيره وغيره
ARA NORM 01064.wav,وفي النهايه بيدي اللاعب جزء من المكسب ده
ARA NORM 01065.wav,مش بس لانه السبب في
ARA NORM 01066.wav,لكن لأنه عارف إنه هايخسر الفلوس دي
ARA NORM 01067.wav,لو خسر اللاعب
ARA NORM 01068.wav,وده بيخليه حريص انه يديله مرتب كبير
ARA NORM 01069.wav,بيتناسب مع القيمة اللي بيخلقها علشان
ARA NORM 01070.wav,حافظ عليه
ARA NORM 01071.wav,والكلام اللي فات ده ياخدنا لنقطه مهمه جدا
ARA NORM 01072.wav,كتير منكم مش واخد باله منها او واخد باله
ARA NORM 01073.wav,ولكنه مش مركز عليها
ARA NORM 01074.wav,وهي ان الطلب على العماله بشكل عام
ARA NORM 01075.wav,في كل مناحي الاقتصاد سواء بقى لعيب كوره
ARA NORM 01076.wav,دكتور
ARA NORM 01077.wav,مهندس
ARA NORM 01078.wav,مرت
ARA NORM 01079.wav,فني الكهربا
ARA NORM 01080.wav,هو مش طلب مباشر ومش غايه في حد ذاته
ARA NORM 01081.wav,يعني انا مثلا لما جبتك عينتك تشتغل
ARA NORM 01082.wav,في مطعم الكبده والسجو
ARA NORM 01083.wav,معملتش كده علشان سواد عيونك
ARA NORM 01084.wav,أو علشان أنا عاوز يكون عندي عدد معين
ARA NORM 01085.wav,الموظفين
ARA NORM 01086.wav,لا
ARA NORM 01087.wav,الفكره ببساطه هي ان انا عندي طلب كبير
ARA NORM 01088.wav,من الزباين في المطعم نخلي العدد الحالي
ARA NORM 01089.wav,العماله مش كافي
ARA NORM 01090.wav,وعلشان كدا انا محتاج اوظفك انت وغيرك
ARA NORM 01091.wav,الطلب عليك انت كعامل هنا الجماعه بتوع
ARA NORM 01092.wav,الاقتصاد بيسموه
ARA NORM 01093.wav,أو طلب مشتاق
ARA NORM 01094.wav,يعني طلب مشتاق من نوع تاني من الطلب
ARA NORM 01095.wav,اللي هو السلعه او الخدمه اللي انا ببيعها
ARA NORM 01096.wav,سواء كنتوا مطعم كبدا او نادي
ARA NORM 01097.wav,لو ماعنديش طلب على السلع او الخدمه
ARA NORM 01098.wav,اللي ببيعها مش هاحتاجك ولا هاحتاج غيرك
ARA NORM 01099.wav,والاكثر من كده هو انه لو حصل في يوم
ARA NORM 01100.wav,انخفاض مزمن في الطلب على السلع
ARA NORM 01101.wav,او الخدمه اللي انا ببيعها علشان مثلا الاقتصاد
ARA NORM 01102.wav,اتورط في ركود
ARA NORM 01103.wav,ساعتها انا وغيري هانستغنى عن جزء
ARA NORM 01104.wav,من العمالقة او حنقلل الرواتب
ARA NORM 01105.wav,ده ان ما قفلناش خالص
ARA NORM 01106.wav,والنتيجه هي انخفاض الطلب على العمل
ARA NORM 01107.wav,في السوق
ARA NORM 01108.wav,نفس الفكره في لعبت الكره واليوتيوبر
ARA NORM 01109.wav,والمطربين والممثلين
ARA NORM 01110.wav,يعني في الانتاج السينمائي مثلا
ARA NORM 01111.wav,شركه الانتاج بتدي الممثل الفلاني ملايين
ARA NORM 01112.wav,لانها مدركه ان في طلب كبير من
ARA NORM 01113.wav,الجمهور عليه
ARA NORM 01114.wav,والطلب ده هايساعدها في انها تحقق ايرادات
ARA NORM 01115.wav,تتجاوز الأجر الكبير اللي الممثل اللي حياخده
ARA NORM 01116.wav,غير كدا في نقطة مهمة بتلعب دور أساسي
ARA NORM 01117.wav,في تحديد الرواتب اللي الناس دي بتاخدها
ARA NORM 01118.wav,أو اللي كلنا بناخدها بشكل عاه
ARA NORM 01119.wav,وهي مدى صوره استبدالك
ARA NORM 01120.wav,لعبت الكره المشهورين و الناجحين الانديه
ARA NORM 01121.wav,بتتمسك بيهم ومش بتتخلى عنهم
ARA NORM 01122.wav,غير بمقابل فلوس كتير انطلاقا من ادراكها
ARA NORM 01123.wav,انه صعب جدا استبدالهم
ARA NORM 01124.wav,اول عثور على بدايل بنفس الكفاءه
ARA NORM 01125.wav,أنت على الناحية التانية بقى ممكن تروح تقدم
ARA NORM 01126.wav,على وظيفه كول سنتر تلاقيه بيديك
ARA NORM 01127.wav,ليه هو بيعرض عليك المرتب الواطي ده
ARA NORM 01128.wav,رغم انه عارف انه واطي جدا
ARA NORM 01129.wav,قصد المرتب
ARA NORM 01130.wav,باختصار لان الشغلانه دي مش محتاجه مهارات
ARA NORM 01131.wav,ولو انت رفضت في تشيلون واحد
ARA NORM 01132.wav,ممكن يجوا مكانك
ARA NORM 01133.wav,لو إفترضنا إن الممثل ده له بديل بنفس
ARA NORM 01134.wav,التاثير والكفاءه
ARA NORM 01135.wav,او انه مثلا بقى بكره الصبح شخص مكروه
ARA NORM 01136.wav,من الجمهور لأي سبب
ARA NORM 01137.wav,زي مثلا ما بيحصل كتير في هوليود
ARA NORM 01138.wav,لما بعض الممثلين بيتورطوا في فضايح
ARA NORM 01139.wav,ساعتها اجري الممثل ده مش بس حيقل
ARA NORM 01140.wav,وإنما حينعدم تماما لأنه حيقعدعد في بيتهم
ARA NORM 01141.wav,محدش هيشغلك
ARA NORM 01142.wav,لان الجمهور مش عاوز يشوفه
ARA NORM 01143.wav,وبالتالي الراجل ده ما بقاش له قيمة بالنسبة
ARA NORM 01144.wav,لشركات الانتاج
ARA NORM 01145.wav,والنقطه دي تاخدنا لمفارقه عجيبه جدا
ARA NORM 01146.wav,والتناقض يخليك تشد في شعرك
ARA NORM 01147.wav,وهي ان المجتمع اللي زعلان من الاجور
ARA NORM 01148.wav,والرواتب الضخمه اللي بياخدها لعيبه الكره
ARA NORM 01149.wav,والمطربين واليوتيوبرز
ARA NORM 01150.wav,هو هو نفس المجتمع اللي جزء كبير من
ARA NORM 01151.wav,من افراده حريصين على انهم يتفرجوا على
ARA NORM 01152.wav,منشاط الفريق اللي اللاعب ده بيلعب لصالحه
ARA NORM 01153.wav,وبيشتروا التيشيرتات بتاعته
ARA NORM 01154.wav,وبيشغلوا الاغاني بتاعت المطرب اللي شغال
ARA NORM 01155.wav,ان اجره غير منطقي وبيتسابقوا
ARA NORM 01156.wav,في افراحهم وعندهم استعداد يدفعهم
ARA NORM 01157.wav,مبالغ علشان يحضروا له حفلة
ARA NORM 01158.wav,وهو نفس المجتمع اللي جزء كبير من أفراده
ARA NORM 01159.wav,بيتفرجوا على المحتوى بتاع اليوتيوبر
ARA NORM 01160.wav,اللي بتهموم بنوم تافهين ولا يستحقوا
ARA NORM 01161.wav,الفلوس الكتير اللي بيكسبوها
ARA NORM 01162.wav,يا ابني ما الناس دي كلها بتكسب فلوس
ARA NORM 01163.wav,بسبب اهتمامك انت وغيرك بيهم
ARA NORM 01164.wav,واستعدادكم لانكم تبذلوا جزء كبير من فلوسكم
ARA NORM 01165.wav,وقتكم في متابعتهم
ARA NORM 01166.wav,ده هو اساس كل حاجه في السوق
ARA NORM 01167.wav,يعني البرنامج اللي انتوا بتشوفوه دلوقتي ده
ARA NORM 01168.wav,مستمر لانها أعداد كبيرة منكم بتتفرج عليه
ARA NORM 01169.wav,لو فجأة بطلتوا تتفرجوا عليا هيمشوني
ARA NORM 01170.wav,بس لو ده حصل
ARA NORM 01171.wav,هكمل برض
ARA NORM 01172.wav,تخيلوا كده السبت والتلات من كل أسبوع
ARA NORM 01173.wav,مفيش المخ بالاقتصادي بلاس
ARA NORM 01174.wav,يا ترى حياتكم هتبقى عامله ازاي
ARA NORM 01175.wav,المهم التناقض ده بيحطنا قدام معضلة
ARA NORM 01176.wav,من ناحيه في طلب واهتمام كبير منك
ARA NORM 01177.wav,ومن غيرك بلعبت الكره والمطربين
ARA NORM 01178.wav,وده بيحقق دخل كبير للجهاد
ARA NORM 01179.wav,اللي شغاله الناس دي وبتقاسم الدفعه
ARA NORM 01180.wav,الكبير ده معاهم
ARA NORM 01181.wav,ومن ناحيه تانيه انت مش عاوز او
ARA NORM 01182.wav,مش عاجبك إن لعبت الكرة والمطربين واليوتيوبر
ARA NORM 01183.wav,بياخدوا الاجور الضخمه دي
ARA NORM 01184.wav,حلو اوي الكلام ده
ARA NORM 01185.wav,ايه المطلوب بقى
ARA NORM 01186.wav,يعني الفلوس اللي الطلب الكبير بيخلقها على الكوره
ARA NORM 01187.wav,واليوتيوب والاغاني مين
ARA NORM 01188.wav,المفروض ياخدها
ARA NORM 01189.wav,طالما اللاعيبه والمطربين واليوتيوبر
ARA NORM 01190.wav,مش هياخدوا حاجه
ARA NORM 01191.wav,كده مفيش غير الاغنياء اصحاب الانديه
ARA NORM 01192.wav,وشركات الانتاج وشركه جوجل صاحبك
ARA NORM 01193.wav,اليوتيوب
ARA NORM 01194.wav,لو ده حصل انت كده استفدت ايه
ARA NORM 01195.wav,ولا حاجه
ARA NORM 01196.wav,برضه الأفراد اللي بيملكوا الشركات دي
ARA NORM 01197.wav,كسبه من اللي كل فئات المجتمع بتكسبه
ARA NORM 01198.wav,وكسبه أكتر من الطبيب والمهندس
ARA NORM 01199.wav,مع ماجستير ودكتوراه
ARA NORM 01200.wav,الحل بسيط جدا
ARA NORM 01201.wav,باختصار الطلب الكبير على فئات زي
ARA NORM 01202.wav,زي لعيبه الكوره والمطربين وبالتبعيه الرواتب
ARA NORM 01203.wav,الغالب الضخم اللي بياخدوها هو ترجمه مباشره
ARA NORM 01204.wav,يزوق المجتمع
ARA NORM 01205.wav,لو انت شايف ان الناس دي بتاخد اجور
ARA NORM 01206.wav,مبالغ فيها يبقى تلوم ذوق المجتمع
ARA NORM 01207.wav,مش حد تاني
ARA NORM 01208.wav,الناس دي لو الجمهور عزف عنها الايام
ARA NORM 01209.wav,سبب محدش هيديها جنيه
ARA NORM 01210.wav,حتى لاعب الكوره الجامد جدا اللي بيكسف
ARA NORM 01211.wav,فريقه لو الجمهور كيرهون قلب عليه
ARA NORM 01212.wav,الحاج صاحب الشغل اللي هو نادي في
ARA NORM 01213.wav,الحاله دي مش هيبقى عليه
ARA NORM 01214.wav,وبالمناسبه صحيح
ARA NORM 01215.wav,في سؤال كده حابه اساله لحضراتكم
ARA NORM 01216.wav,انتوا هتتخيلوا ان اجابته بديهيه بس
ARA NORM 01217.wav,بس هي مش مداهيه ولا حاجه
ARA NORM 01218.wav,والسؤال ده بيقول
ARA NORM 01219.wav,هو لعيبه الكوره بتكسب فعلا اكتر من الاطباء
ARA NORM 01220.wav,لو تأنينا وبصينا على الصوره بشكل كامل
ARA NORM 01221.wav,هنعرف إن الإجابة هي لا
ARA NORM 01222.wav,لعبتوا الكوره بشكل عام مش بيكسبوا اكتر
ARA NORM 01223.wav,من الاطباء ولا حاجه
ARA NORM 01224.wav,في دراسه نشرها موقع تابع لكليه برشلونه
ARA NORM 01225.wav,هل من الاخلاقي ان يكسب لاعبو الكوره
ARA NORM 01226.wav,اموال اكثر من الاطباء
ARA NORM 01227.wav,في الدراسه دي الباحث بيحلل سوق العمل
ARA NORM 01228.wav,الاسباني فيما يخص كره القدم
ARA NORM 01229.wav,والراجل بيقول بوضوح يا جماعه
ARA NORM 01230.wav,مش عشان في بعض اللاعبين المشهورين
ARA NORM 01231.wav,بياخدوا ارقام خرافيه تتخيلوا ان كل العيب
ARA NORM 01232.wav,الكره كده وانهم بيكسبوا فلوس اكتر
ARA NORM 01233.wav,الاطباء
ARA NORM 01234.wav,ما ينفعش مثلا تقارن راتب ميسي بنات
ARA NORM 01235.wav,تبقي طبيبه عادي في مدينه برشلونه
ARA NORM 01236.wav,تشوفوا لعيب الكوره بياخد كام
ARA NORM 01237.wav,والطبيب بياخد كام
ARA NORM 01238.wav,دي مش مقارنة سليمة لانها قايمة
ARA NORM 01239.wav,على اختيار عينه متحيزه للقياس عليها
ARA NORM 01240.wav,طب ازاي نقارن يا سيدي
ARA NORM 01241.wav,لاعب كرة قدم ما بين محترفين وهواه
ARA NORM 01242.wav,وده بحسب كلام الاتحاد الاسباني لكره القدم
ARA NORM 01243.wav,مرتب أصلا أو بيقبض ولكن أقل من الحد
ARA NORM 01244.wav,الأدنى للأوجوه
ARA NORM 01245.wav,وعلشان كدا معظمهم شغال في وظيفة تانية
ARA NORM 01246.wav,جنب لعب الكوره
ARA NORM 01247.wav,لان الكوره ما بتاكلهوش عيش
ARA NORM 01248.wav,يعني انت كدا عاوز تقنعني ان العلم
ARA NORM 01249.wav,الكره فقرا
ARA NORM 01250.wav,امال مين اللي بياخد الملايين اللي بيت
ARA NORM 01251.wav,نسمع عنها
ARA NORM 01252.wav,الممتاز او دوري الدرجه الاولى بيكسبوا
ARA NORM 01253.wav,في المتوسط
ARA NORM 01254.wav,
ARA NORM 01255.wav,وعلى هذا الاساس نقدر نقول ان في
ARA NORM 01256.wav,في الف لاعب كره قدم من اجمالي
ARA NORM 01257.wav,هما اللي بيكسبوا اكتر من اطباء
ARA NORM 01258.wav,واللي راتبهم سنه وفي المتوسط قيمته
ARA NORM 01259.wav,وهنا في حاجه مهمه ضروري تاخد بالك منها
ARA NORM 01260.wav,وهي ان لاعب الكوره المحترف اللي بيقبض
ARA NORM 01261.wav,فلوس حياته المهنية في الكورة في الغالب
ARA NORM 01262.wav,في حين ان الحياه المهنيه للطبيب
ARA NORM 01263.wav,وده غير ان لعبه الكوره معرض لخطر
ARA NORM 01264.wav,كبير هو خطر الاصابة
ARA NORM 01265.wav,لاعب الكوره لو واحد غشيم دخل عليه
ARA NORM 01266.wav,وتسبب في إصابته إصابة جامدة في رجله
ARA NORM 01267.wav,ممكن يبطل كرة للأبد وبالتالي هيكمل
ARA NORM 01268.wav,حياته بدون مرتب
ARA NORM 01269.wav,هما اللي بيكسبوا اكتر من الاطباء
ARA NORM 01270.wav,ولكنه مش عالي كفاية علشان يعوض
ARA NORM 01271.wav,تاثير الحياه المهنيه القصيره للاعب
ARA NORM 01272.wav,ما بيكسبوش اكتر من الاطباء في اسبانيا
